year,month,full_name,first_name,last_name,gender,birth_date,age,country_citizenship,country_citizenship_iso3,country_residence,country_residence_iso3,city_of_residence,net_worth_usd,wealth_status,self_made,business_category,business_industries,organization_name,position_in_organization,rank
2013,3,Tuncay Ozilhan,Tuncay,Ozilhan,male,1947-07-09,65,Turkey,TUR,Turkey,TUR,Istanbul,1600000000,Increased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,931
2024,4,Tung Chee Chen,Chee Chen,Tung,male,1942-12-15,81,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,3400000000,Decreased,FALSE,Logistics,['Logistics'],NA,NA,949
2024,4,Tung Chee Hwa,Chee Hwa,Tung,male,1937-07-07,86,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,2600000000,Decreased,FALSE,Logistics,['Logistics'],NA,NA,1286
2021,4,Tung Ching Bor,Ching Bor,Tung,male,1963-01-01,58,China,CHN,China,CHN,Dongguan,1600000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1931
2023,4,Tung Ching Sai,Ching Sai,Tung,male,1965-01-01,58,China,CHN,China,CHN,Dongguan,1100000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2405
2023,4,Turgay Ciner,Turgay,Ciner,male,1956-03-01,67,Turkey,TUR,Turkey,TUR,Istanbul,1000000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,2540
2024,4,Ty Warner,Ty,Warner,male,1944-09-03,79,United States,USA,United States,USA,Oak Brook,5600000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,529
2024,4,Tyler Perry,Tyler,Perry,male,1969-09-14,54,United States,USA,United States,USA,Atlanta,1400000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],Television,Director,2152
2024,4,Tyler Winklevoss,Tyler,Winklevoss,male,1981-08-21,42,United States,USA,United States,USA,New York,2700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1238
2024,4,Uday Kotak,Uday,Kotak,male,1959-03-15,65,India,IND,India,IND,Mumbai,13300000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,148
2021,4,Udo & Harald Tschira,Udo & Harald,Tschira,male,NA,NA,Germany,DEU,Germany,DEU,NA,4000000000,Decreased,FALSE,Technology,['Technology'],NA,NA,727
2022,4,Udo Mueller,Udo,Mueller,male,1962-01-01,60,Germany,DEU,Germany,DEU,Cologne,1000000000,Decreased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,2578
2024,4,Udo Tschira,Udo,Tschira,male,1969-09-17,54,Germany,DEU,Germany,DEU,Wiesloch,5200000000,Increased,FALSE,Technology,['Technology'],NA,NA,581
2024,4,Ugo Gussalli Beretta & family,Ugo,Gussalli Beretta,male,1937-11-21,86,Italy,ITA,Italy,ITA,Brescia,2400000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,1380
2024,4,Ugur Sahin,Ugur,Sahin,male,1965-09-19,58,Germany,DEU,Germany,DEU,Mainz,3700000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,871
2024,4,Ulrich Mommert & family,Ulrich,Mommert,male,1941-01-11,83,Austria,AUT,NA,NA,NA,1300000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,2287
2024,4,Ulrike Baro,Ulrike,Baro,female,1950-01-01,74,Germany,DEU,Germany,DEU,Munich,2600000000,Decreased,FALSE,Healthcare,['Healthcare'],NA,NA,1286
2024,4,Ulrike Meister,Ulrike,Meister,female,1967-03-13,57,Germany,DEU,Germany,DEU,Landsberg,1600000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,1945
2010,3,Ural Rakhimov,Ural,Rakhimov,male,1961-12-13,48,Russia,RUS,Russia,RUS,Ufa,1200000000,Returned to List,FALSE,NA,NA,NA,NA,828
2024,4,Urs Wietlisbach,Urs,Wietlisbach,male,1961-08-25,62,Switzerland,CHE,Switzerland,CHE,Zug,3400000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,949
2020,4,Ursula Bechtolsheimer-Kipp,Ursula,Bechtolsheimer-Kipp,female,1952-01-01,68,Germany,DEU,Switzerland,CHE,Arosa,3500000000,Remained Even,FALSE,Real Estate,['Real Estate'],NA,NA,538
2016,3,Ursula Engelhorn & family,Ursula,Engelhorn,female,1923-02-28,93,Germany,DEU,Switzerland,CHE,Lucerne,3800000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,403
2024,4,V. Prem Watsa,V. Prem,Watsa,male,1950-08-05,73,Canada,CAN,Canada,CAN,Toronto,1700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1851
2015,3,V.G. Siddhartha,V.G.,Siddhartha,male,1959-08-23,55,India,IND,India,IND,Bangalore,1150000000.0000002,NA,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1605
2024,4,Vadim Moshkovich,Vadim,Moshkovich,male,1967-04-06,56,Russia,RUS,Russia,RUS,Moscow,2700000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1238
2024,4,Vadim Novinsky,Vadim,Novinsky,male,1963-06-03,60,Ukraine,UKR,Ukraine,UKR,Kiev,1200000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,2410
2024,4,Vadim Yakunin,Vadim,Yakunin,male,1963-01-05,61,Russia,RUS,Russia,RUS,Moscow,1300000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,2287
2024,4,Vagit Alekperov,Vagit,Alekperov,male,1950-09-01,73,Russia,RUS,Russia,RUS,Moscow,28600000000,Increased,TRUE,Energy,['Energy'],NA,NA,59
2011,3,Valentin Bukhtoyarov,Valentin,Bukhtoyarov,male,1955-02-11,56,Russia,RUS,Russia,RUS,Moscow,1800000000,NA,TRUE,NA,['Energy'],NA,NA,692
2021,4,Valentin Gapontsev & family,Valentin,Gapontsev,male,1939-02-23,82,United States,USA,United States,USA,Worcester,2800000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1111
2024,4,Valentin Kipyatkov,Valentin,Kipyatkov,male,1976-06-05,47,Cyprus,CYP,Cyprus,CYP,Peyia,2100000000,Increased,TRUE,Technology,['Technology'],NA,NA,1545
2024,4,Valerie Mars,Valerie,Mars,female,1959-01-26,65,United States,USA,United States,USA,New York,9600000000,Remained Even,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,242
2014,3,Valery Kogan,Valery,Kogan,male,1951-03-10,62,Russia,RUS,Russia,RUS,Moscow,2500000000,Increased,TRUE,Service,['Service'],NA,NA,687
2024,4,Vanich Chaiyawan,Vanich,Chaiyawan,male,1932-01-01,92,Thailand,THA,Thailand,THA,Bangkok,3800000000,Decreased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,835
2024,4,Vardis Vardinoyannis & family,Vardis,Vardinoyannis & family,male,1933-01-01,91,Greece,GRC,Greece,GRC,Athens,2100000000,Increased,TRUE,Energy,['Energy'],NA,NA,1545
2024,4,Vasily Anisimov,Vasily,Anisimov,male,1951-09-19,72,Croatia,HRV,Switzerland,CHE,NA,1700000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1851
2024,4,Venu Srinivasan,Venu,Srinivasan,male,1952-12-11,71,India,IND,India,IND,Chennai,3900000000,Increased,FALSE,Automotive,['Automotive'],NA,NA,809
2015,3,Venugopal Dhoot,Venugopal,Dhoot,male,1951-09-30,63,India,IND,India,IND,Mumbai,1600000000,Remained Even,FALSE,Manufacturing,['Manufacturing'],NA,NA,1190
2024,4,Vera Rechulski Santo Domingo,Vera,Rechulski Santo Domingo,female,1948-12-26,75,Brazil,BRA,Bermuda,BMU,NA,1100000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2545
2024,4,Veronica Squinzi,Veronica,Squinzi,female,1972-01-01,52,Italy,ITA,Italy,ITA,Milan,1100000000,Decreased,FALSE,Construction & Engineering,['Construction & Engineering'],NA,NA,2545
2024,4,Viatcheslav Kantor,Viatcheslav,Kantor,male,1953-09-08,70,Russia,RUS,Israel,ISR,Herzliya,9800000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,232
2024,4,Vicente Boluda Fos,Vicente,Boluda Fos,male,1955-03-31,69,Spain,ESP,Spain,ESP,Madrid,1200000000,NA,FALSE,Logistics,['Logistics'],NA,NA,2410
2018,3,Vichai Srivaddhanaprabha,Vichai,Srivaddhanaprabha,male,1958-01-01,60,Thailand,THA,Thailand,THA,Bangkok,5000000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,388
2024,4,Vicky Safra & family,Vicky,Safra,female,1953-01-01,71,Brazil,BRA,Switzerland,CHE,Crans-Montana,20600000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,94
2014,3,Victor Civita Neto,Victor,Civita Neto,male,NA,NA,Brazil,BRA,Brazil,BRA,Sao Paulo,1050000000,NA,FALSE,Media,['Media'],NA,NA,1540
2017,3,Victor Fung,Victor,Fung,male,1945-10-16,71,United States,USA,Hong Kong,HKG,Hong Kong,1400000000,Decreased,FALSE,Logistics,['Logistics'],NA,NA,1468
2013,3,Victor Fung & family,Victor,Fung,male,1946-01-01,67,United States,USA,NA,NA,NA,2500000000,Decreased,TRUE,Logistics,['Logistics'],NA,NA,589
2014,3,Victor Gradin & family,Victor,Gradin,male,1933-01-01,81,Brazil,BRA,Brazil,BRA,Salvador,1500000000,Remained Even,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,1154
2022,4,Victor Jacobsson,Victor,Jacobsson,male,1981-08-28,40,Sweden,SWE,Sweden,SWE,Stockholm,4000000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,728
2024,4,Victor Pinchuk,Victor,Pinchuk,male,1960-12-14,63,Ukraine,UKR,Ukraine,UKR,Kiev,2000000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1623
2024,4,Victoria Mars,Victoria,Mars,female,1956-12-15,67,United States,USA,United States,USA,Philadelphia,9600000000,Remained Even,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,242
2024,4,Vijay Agarwal,Vijay,Agarwal,male,1949-01-13,75,India,IND,India,IND,Faridabad,1300000000,NA,TRUE,Automotive,['Automotive'],NA,NA,2287
2012,3,Vijay Mallya,Vijay,Mallya,male,1955-12-18,56,India,IND,India,IND,Bangalore,1000000000,Decreased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,1153
2022,4,Vijay Shekhar Sharma,Vijay Shekhar,Sharma,male,1978-06-07,43,India,IND,India,IND,Delhi,1200000000,Decreased,TRUE,Service,['Service'],NA,NA,2324
2024,4,Vikas Oberoi,Vikas,Oberoi,male,1970-09-08,53,India,IND,India,IND,Mumbai,4500000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,697
2020,4,Vikram Lal,Vikram,Lal,male,1942-03-05,78,India,IND,India,IND,Delhi,3300000000,Decreased,FALSE,Automotive,['Automotive'],NA,NA,590
2024,4,Vikram Lal & family,Vikram,Lal,male,1942-03-05,82,India,IND,India,IND,Delhi,6700000000,Increased,FALSE,Automotive,['Automotive'],NA,NA,409
2024,4,Viktor Kharitonin,Viktor,Kharitonin,male,1972-11-20,51,Russia,RUS,Russia,RUS,Moscow,6900000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,398
2013,3,Viktor Nusenkis,Viktor,Nusenkis,male,1954-03-03,59,Russia,RUS,Russia,RUS,Moscow,2200000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,670
2024,4,Viktor Rashnikov,Viktor,Rashnikov,male,1948-10-13,75,Russia,RUS,Russia,RUS,Magnitogorsk,10600000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,203
2024,4,Viktor Vekselberg,Viktor,Vekselberg,male,1957-04-14,66,Russia,RUS,Russia,RUS,Moscow,7000000000,Increased,TRUE,Diversified,['Diversified'],NA,NA,391
2015,3,Vincent Bollore,Vincent,Bollore,male,1952-04-01,62,France,FRA,France,FRA,Paris,6700000000,Decreased,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,201
2016,3,Vincent Bollore & family,Vincent,Bollore,male,1952-04-01,63,France,FRA,France,FRA,Paris,5300000000,Decreased,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,248
2024,4,Vincent Bolloré & family,Vincent,Bolloré,male,1952-04-01,72,France,FRA,France,FRA,Paris,10000000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,224
2024,4,Vincent Lo,Vincent,Lo,male,1948-04-01,76,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1400000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,2152
2024,4,Vincent McMahon,Vincent,McMahon,male,1945-08-24,78,United States,USA,United States,USA,Greenwich,2600000000,Decreased,TRUE,Sports,['Sports'],NA,NA,1286
2015,3,Vincent Tan,Vincent,Tan,male,1952-02-23,63,Malaysia,MYS,Malaysia,MYS,Kuala Lumpur,1200000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1533
2024,4,Vincent Viola,Vincent,Viola,male,1956-02-12,68,United States,USA,United States,USA,New York,3700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,871
2021,4,Vinod & Anil Rai Gupta,Vinod & Anil Rai,Gupta,NA,NA,NA,India,IND,India,IND,Delhi,4000000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,727
2024,4,Vinod Adani,Vinod,Adani,male,1949-01-10,75,Cyprus,CYP,United Arab Emirates,ARE,Dubai,23000000000,Increased,TRUE,Diversified,['Diversified'],NA,NA,88
2010,3,Vinod Goenka,Vinod,Goenka,male,1959-02-07,51,India,IND,India,IND,Mumbai,1100000000,NA,FALSE,NA,NA,NA,NA,880
2024,4,Vinod Khosla,Vinod,Khosla,male,1955-01-28,69,United States,USA,United States,USA,Portola Valley,6700000000,Increased,TRUE,Technology,['Technology'],Khosla Ventures,Investor,409
2024,4,Vinod Rai Gupta,Vinod Rai,Gupta,female,1945-09-15,78,India,IND,India,IND,Delhi,5000000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,612
2024,4,Vinod Saraf,Vinod,Saraf,male,1952-06-16,71,India,IND,India,IND,Mumbai,1600000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1945
2024,4,Virendra Mhaiskar,Virendra,Mhaiskar,male,1971-10-08,52,India,IND,India,IND,Mumbai,1200000000,Returned to List,FALSE,Construction & Engineering,['Construction & Engineering'],NA,NA,2410
2024,4,Vitaly Orlov,Vitaly,Orlov,male,1965-01-01,59,Russia,RUS,Russia,RUS,Murmansk,1300000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2287
2021,4,Vito Rodriguez Rodriguez,Vito,Rodriguez Rodriguez,male,1939-01-01,82,Peru,PER,Peru,PER,Lima,1400000000,Returned to List,TRUE,Diversified,['Diversified'],NA,NA,2141
2024,4,Vivek Chaand Sehgal,Vivek Chaand,Sehgal,male,1956-09-28,67,Australia,AUS,India,IND,Delhi,4900000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,624
2024,4,Vivek Chand Burman,Vivek Chand,Burman,male,1937-04-28,86,India,IND,India,IND,Delhi,2700000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,1238
2024,4,Vivek Jain,Vivek,Jain,male,1955-08-30,68,India,IND,India,IND,Delhi,4000000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,785
2022,4,Vivien Chen,Vivien,Chen,female,1959-01-14,63,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1000000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,2578
2021,4,Vlad Shmunis,Vlad,Shmunis,male,1960-10-20,60,United States,USA,United States,USA,San Francisco,2200000000,Increased,TRUE,Technology,['Technology'],NA,NA,1444
2024,4,Vlad Tenev,Vlad,Tenev,male,1987-02-13,37,United States,USA,United States,USA,Palo Alto,1100000000,Returned to List,TRUE,Finance & Investments,['Finance & Investments'],Robinhood,Cofounder(s),2545
2021,4,Vlad Vendrow & family,Vlad,Vendrow,male,1967-08-24,53,United States,USA,United States,USA,Reno,1000000000,NA,TRUE,Technology,['Technology'],NA,NA,2674
2022,4,Vlad Yatsenko,Vlad,Yatsenko,male,1983-08-30,38,Ukraine,UKR,United Kingdom,GBR,London,1100000000,NA,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2448
2024,4,Vladimir Bogdanov,Vladimir,Bogdanov,male,1951-05-28,72,Russia,RUS,Russia,RUS,Surgut,1500000000,Increased,TRUE,Energy,['Energy'],NA,NA,2046
2024,4,Vladimir Fartushnyak,Vladimir,Fartushnyak,male,1962-02-01,62,Russia,RUS,Switzerland,CHE,NA,1800000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1764
2013,3,Vladimir Gridin & family,Vladimir,Gridin,male,1955-12-08,57,Russia,RUS,Russia,RUS,Moscow,1500000000,Decreased,TRUE,Energy,['Energy'],NA,NA,974
2015,3,Vladimir Gruzdev,Vladimir,Gruzdev,male,1967-02-06,48,Russia,RUS,Russia,RUS,Tula,1200000000,Decreased,TRUE,Retail,['Retail'],NA,NA,1533
2014,3,Vladimir Iorich,Vladimir,Iorich,male,1958-09-09,55,Germany,DEU,Switzerland,CHE,Zug,1400000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1210
2008,3,Vladimir Iorikh,NA,NA,NA,NA,49,Russia,RUS,Russia,RUS,Moscow,1400000000,NA,NA,NA,['Investments'],NA,NA,843
2024,4,Vladimir Kim,Vladimir,Kim,male,1960-10-29,63,Kazakhstan,KAZ,Kazakhstan,KAZ,Almaty,3600000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,896
2018,3,Vladimir Kogan,Vladimir,Kogan,male,1963-04-27,54,Russia,RUS,Russia,RUS,Moscow,1100000000,NA,TRUE,Diversified,['Diversified'],NA,NA,1999
2024,4,Vladimir Krupchak,Vladimir,Krupchak,male,1958-01-29,66,Cyprus,CYP,Cyprus,CYP,Limassol,1200000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,2410
2021,4,Vladimir Leschikov,Vladimir,Leschikov,male,1956-11-10,64,Russia,RUS,Russia,RUS,Moscow,1000000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,2674
2024,4,Vladimir Lisin,Vladimir,Lisin,male,1956-05-07,67,Russia,RUS,Russia,RUS,Moscow,26600000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,70
2024,4,Vladimir Litvinenko & family,Vladimir,Litvinenko,male,1955-08-14,68,Russia,RUS,Russia,RUS,Saint Petersburg,3000000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1104
2011,3,Vladimir Melnichenko,Vladimir,Melnichenko,male,1951-03-28,60,Russia,RUS,Russia,RUS,Moscow,1800000000,NA,TRUE,NA,['Energy'],NA,NA,692
2024,4,Vladimir Melnikov,Vladimir,Melnikov,male,1948-03-10,76,Russia,RUS,Russia,RUS,Moscow,1700000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1851
2024,4,Vladimir Potanin,Vladimir,Potanin,male,1961-01-03,63,Russia,RUS,Russia,RUS,Moscow,23700000000,Remained Even,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,85
2014,3,Vladimir Scherbakov,Vladimir,Scherbakov,male,1949-12-05,64,Russia,RUS,Russia,RUS,Moscow,1400000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,1210
2024,4,Vladimir Yevtushenkov,Vladimir,Yevtushenkov,male,1948-09-25,75,Russia,RUS,Russia,RUS,Moscow,1700000000,Remained Even,TRUE,Telecom,['Telecom'],NA,NA,1851
2024,4,Vladislav Filev & family,Vladislav,Filev,male,1963-08-31,60,Russia,RUS,Russia,RUS,Moscow,1900000000,NA,TRUE,Service,['Service'],NA,NA,1694
2024,4,Vladislav Sviblov,Vladislav,Sviblov,male,1980-01-19,44,Russia,RUS,Russia,RUS,Moscow,1100000000,NA,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,2545
2023,4,Vonnarat Tangkaravakoon,Vonnarat,Tangkaravakoon,male,1971-09-11,51,Thailand,THA,Thailand,THA,Bangkok,1100000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,2405
2011,3,Vyacheslav Kantor,Vyacheslav,Kantor,male,1953-09-08,57,Russia,RUS,Switzerland,CHE,Geneva,1600000000,Increased,TRUE,NA,['Manufacturing'],NA,NA,782
2024,4,Vyacheslav Kim,Vyacheslav,Kim,male,1969-06-12,54,Kazakhstan,KAZ,Kazakhstan,KAZ,Almaty,5800000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,511
2011,3,W. Barron Hilton,William,Hilton,male,1927-10-27,83,United States,USA,United States,USA,Los Angeles,2500000000,Remained Even,FALSE,NA,['Service'],NA,NA,459
2024,4,W. Herbert Hunt,W. Herbert,Hunt,male,1929-03-06,95,United States,USA,United States,USA,Dallas,4700000000,Increased,FALSE,Energy,['Energy'],NA,Investor,661
2009,3,Wai Sheun Or,NA,NA,NA,NA,57,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1100000000,NA,NA,NA,['Real Estate'],NA,NA,647
2011,3,Wallace McCain,Wallace,McCain,male,1930-01-01,81,Canada,CAN,NA,NA,NA,2300000000,Remained Even,FALSE,NA,['Food and Beverage'],NA,NA,512
2023,4,Walter Faria,Walter,Faria,male,1955-04-01,68,Brazil,BRA,Brazil,BRA,Rio de Janeiro,3300000000,Remained Even,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,878
2024,4,Walter Frey,Walter,Frey,male,1943-07-30,80,Switzerland,CHE,Switzerland,CHE,Küsnacht,3400000000,Increased,FALSE,Automotive,['Automotive'],NA,NA,949
2012,3,Walter Haefner,Walter,Haefner,male,1910-09-13,101,Switzerland,CHE,NA,NA,NA,4300000000,Increased,TRUE,Technology,['Technology'],NA,NA,248
2018,3,Walter Kwok,Walter,Kwok,male,1950-10-25,67,Hong Kong,HKG,NA,NA,NA,8000000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,190
2024,4,Walter P.J. Droege,Walter P.J.,Droege,male,1952-11-25,71,Germany,DEU,Germany,DEU,Dusseldorf,3300000000,Decreased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,991
2007,3,Walter Scott,NA,NA,NA,NA,75,United States,USA,United States,USA,Omaha,1300000000,NA,NA,NA,NA,NA,NA,754
2014,3,"Walter Scott, Jr.",Walter,Scott,male,1931-05-21,82,United States,USA,United States,USA,Omaha,2900000000,Increased,TRUE,Technology,['Technology'],Level 3 Communications,Chairman,580
2021,4,"Walter Scott, Jr. & family",Walter,Scott,male,1931-05-21,89,United States,USA,United States,USA,Omaha,5000000000,Increased,TRUE,Energy,['Energy'],Level 3 Communications Inc.,Chairman,561
2010,3,Walter Shorenstein & family,Walter,Shorenstein,male,1915-02-23,95,United States,USA,United States,USA,San Francisco,1100000000,Increased,FALSE,NA,['Real Estate'],NA,NA,880
2024,4,Walter Wang,Walter,Wang,male,1965-01-01,59,United States,USA,United States,USA,Los Angeles,3300000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,991
2024,4,Walther Moreira Salles Junior,Walther,Moreira Salles Junior,male,1956-04-12,67,Brazil,BRA,Brazil,BRA,Rio de Janeiro,5300000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,572
2023,4,Wan Feng & family,Feng,Wan,male,1969-01-01,54,China,CHN,China,CHN,Shenzhen,1000000000,Returned to List,TRUE,Healthcare,['Healthcare'],NA,NA,2540
2018,3,Wan Lianbu,Lianbu,Wan,male,1965-07-01,52,China,CHN,China,CHN,Linyi,1100000000,Returned to List,TRUE,Manufacturing,['Manufacturing'],NA,NA,1999
2024,4,Wan Long,Long,Wan,male,1940-09-01,83,China,CHN,China,CHN,Luohe,1400000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2152
2009,3,Wan-Tsai Tsai & family,NA,NA,NA,NA,79,Taiwan,TWN,Taiwan,TWN,Taipei,3300000000,NA,NA,NA,['Finance'],NA,NA,183
2024,4,Wang Changtian,Changtian,Wang,male,1965-04-26,58,China,CHN,China,CHN,Beijing,2000000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1623
2024,4,Wang Chaobin,Chaobin,Wang,male,1956-01-01,68,China,CHN,China,CHN,Zhengzhou,1700000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,1851
2024,4,Wang Chou-hsiong,Chou-hsiong,Wang,male,1941-01-01,83,Taiwan,TWN,Taiwan,TWN,Yunlin,1800000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1764
2024,4,Wang Chuanfu,Chuanfu,Wang,male,1966-02-15,58,China,CHN,China,CHN,Shenzhen,14200000000,Decreased,TRUE,Automotive,['Automotive'],NA,NA,131
2023,4,Wang Fuji,Fuji,Wang,male,NA,NA,China,CHN,China,CHN,Zhangzhou,1200000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,2259
2015,3,Wang Haipeng,Haipeng,Wang,male,1971-06-08,43,China,CHN,China,CHN,Shenzhen,1000000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1741
2023,4,Wang Han,Han,Wang,male,1987-08-01,35,China,CHN,China,CHN,Shanghai,1100000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,2405
2021,4,Wang Huiwen,Huiwen,Wang,male,1978-01-01,43,China,CHN,China,CHN,Dalian,1500000000,NA,TRUE,Technology,['Technology'],NA,NA,2035
